data_point;region;age_group;vac_interval_group;vaccine;ve_death;cil_death;cih_death
2021.11.B_26-08-2022;РФ;18+;165_195_days;EpiVacCorona;-1.08856;-1.39009;-0.82506
2021.11.B_26-08-2022;РФ;18+;165_195_days;SputnikLite;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;18+;165_195_days;SputnikV;0.56085;0.53198;0.58793
2021.11.B_26-08-2022;РФ;20-29;165_195_days;AllVaccines;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;20-29;165_195_days;CoviVac;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;20-29;165_195_days;EpiVacCorona;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;20-29;165_195_days;SputnikLite;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;20-29;165_195_days;SputnikV;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;30-39;165_195_days;AllVaccines;0.49922;0.03335;0.74056
2021.11.B_26-08-2022;РФ;30-39;165_195_days;CoviVac;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;30-39;165_195_days;EpiVacCorona;-1.83265;-10.34917;0.293
2021.11.B_26-08-2022;РФ;30-39;165_195_days;SputnikLite;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;30-39;165_195_days;SputnikV;0.59251;0.14198;0.80647
2021.11.B_26-08-2022;РФ;40-49;165_195_days;AllVaccines;0.65475;0.47427;0.77327
2021.11.B_26-08-2022;РФ;40-49;165_195_days;CoviVac;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;40-49;165_195_days;EpiVacCorona;-1.58192;-4.42387;-0.22907
2021.11.B_26-08-2022;РФ;40-49;165_195_days;SputnikLite;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;40-49;165_195_days;SputnikV;0.75263;0.58879;0.8512
2021.11.B_26-08-2022;РФ;50-59;165_195_days;AllVaccines;0.63159;0.53101;0.7106
2021.11.B_26-08-2022;РФ;50-59;165_195_days;CoviVac;-0.71022;-5.84031;0.57241
2021.11.B_26-08-2022;РФ;50-59;165_195_days;EpiVacCorona;-0.93414;-2.16005;-0.18381
2021.11.B_26-08-2022;РФ;50-59;165_195_days;SputnikLite;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;50-59;165_195_days;SputnikV;0.7159;0.62349;0.78564
2021.11.B_26-08-2022;РФ;60-69;165_195_days;AllVaccines;0.64972;0.60682;0.68795
2021.11.B_26-08-2022;РФ;60-69;165_195_days;CoviVac;0.56566;-2.0836;0.93882
2021.11.B_26-08-2022;РФ;60-69;165_195_days;EpiVacCorona;-0.20575;-0.61568;0.10018
2021.11.B_26-08-2022;РФ;60-69;165_195_days;SputnikLite;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;60-69;165_195_days;SputnikV;0.68934;0.64776;0.726
2021.11.B_26-08-2022;РФ;70-79;165_195_days;AllVaccines;0.65278;0.61607;0.68597
2021.11.B_26-08-2022;РФ;70-79;165_195_days;CoviVac;-0.62862;-3.33984;0.38882
2021.11.B_26-08-2022;РФ;70-79;165_195_days;EpiVacCorona;-0.56544;-0.95272;-0.25496
2021.11.B_26-08-2022;РФ;70-79;165_195_days;SputnikLite;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;70-79;165_195_days;SputnikV;0.71283;0.67849;0.7435
2021.11.B_26-08-2022;РФ;80+;165_195_days;AllVaccines;0.58655;0.54366;0.6254
2021.11.B_26-08-2022;РФ;80+;165_195_days;CoviVac;0.53152;-2.3259;0.93401
2021.11.B_26-08-2022;РФ;80+;165_195_days;EpiVacCorona;-0.21462;-0.5554;0.05149
2021.11.B_26-08-2022;РФ;80+;165_195_days;SputnikLite;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;80+;165_195_days;SputnikV;0.6313;0.58948;0.66887
2021.11.B_26-08-2022;РФ;18+;21_45_days;AllVaccines;0.78248;0.76181;0.80135
2021.11.B_26-08-2022;РФ;18+;21_45_days;CoviVac;0.75233;0.40494;0.89692
2021.11.B_26-08-2022;РФ;18+;21_45_days;EpiVacCorona;-0.088;-0.75027;0.32368
2021.11.B_26-08-2022;РФ;18+;21_45_days;SputnikLite;0.80791;0.78307;0.8299
2021.11.B_26-08-2022;РФ;18+;21_45_days;SputnikV;0.74626;0.70709;0.78019
2021.11.B_26-08-2022;РФ;20-29;21_45_days;AllVaccines;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;20-29;21_45_days;CoviVac;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;20-29;21_45_days;EpiVacCorona;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;20-29;21_45_days;SputnikLite;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;20-29;21_45_days;SputnikV;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;30-39;21_45_days;AllVaccines;0.65034;0.29795;0.82585
2021.11.B_26-08-2022;РФ;30-39;21_45_days;CoviVac;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;30-39;21_45_days;EpiVacCorona;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;30-39;21_45_days;SputnikLite;0.47827;-0.09857;0.75222
2021.11.B_26-08-2022;РФ;30-39;21_45_days;SputnikV;0.88659;0.19374;0.98405
2021.11.B_26-08-2022;РФ;40-49;21_45_days;AllVaccines;0.70726;0.53993;0.81373
2021.11.B_26-08-2022;РФ;40-49;21_45_days;CoviVac;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;40-49;21_45_days;EpiVacCorona;-1.2576;-15.0357;0.68216
2021.11.B_26-08-2022;РФ;40-49;21_45_days;SputnikLite;0.75545;0.54469;0.86865
2021.11.B_26-08-2022;РФ;40-49;21_45_days;SputnikV;0.63605;0.27108;0.81828
2021.11.B_26-08-2022;РФ;50-59;21_45_days;AllVaccines;0.59746;0.48374;0.68612
2021.11.B_26-08-2022;РФ;50-59;21_45_days;CoviVac;0.50042;-2.5474;0.92964
2021.11.B_26-08-2022;РФ;50-59;21_45_days;EpiVacCorona;0.11829;-5.26077;0.87583
2021.11.B_26-08-2022;РФ;50-59;21_45_days;SputnikLite;0.60404;0.46143;0.70888
2021.11.B_26-08-2022;РФ;50-59;21_45_days;SputnikV;0.58556;0.35694;0.7329
2021.11.B_26-08-2022;РФ;60-69;21_45_days;AllVaccines;0.80877;0.7706;0.84058
2021.11.B_26-08-2022;РФ;60-69;21_45_days;CoviVac;0.74486;-0.81134;0.96406
2021.11.B_26-08-2022;РФ;60-69;21_45_days;EpiVacCorona;-0.338;-1.97875;0.39899
2021.11.B_26-08-2022;РФ;60-69;21_45_days;SputnikLite;0.81722;0.77066;0.85433
2021.11.B_26-08-2022;РФ;60-69;21_45_days;SputnikV;0.80927;0.73424;0.86311
2021.11.B_26-08-2022;РФ;70-79;21_45_days;AllVaccines;0.84356;0.81292;0.86918
2021.11.B_26-08-2022;РФ;70-79;21_45_days;CoviVac;0.48579;-1.05622;0.87141
2021.11.B_26-08-2022;РФ;70-79;21_45_days;EpiVacCorona;0.47868;-0.61655;0.83188
2021.11.B_26-08-2022;РФ;70-79;21_45_days;SputnikLite;0.8751;0.84065;0.90211
2021.11.B_26-08-2022;РФ;70-79;21_45_days;SputnikV;0.7783;0.70815;0.83158
2021.11.B_26-08-2022;РФ;80+;21_45_days;AllVaccines;0.73878;0.69191;0.77852
2021.11.B_26-08-2022;РФ;80+;21_45_days;CoviVac;0.55855;-2.134;0.93782
2021.11.B_26-08-2022;РФ;80+;21_45_days;EpiVacCorona;0.18703;-0.80977;0.63481
2021.11.B_26-08-2022;РФ;80+;21_45_days;SputnikLite;0.79405;0.73627;0.83917
2021.11.B_26-08-2022;РФ;80+;21_45_days;SputnikV;0.67716;0.59312;0.74385
2021.11.B_26-08-2022;РФ;18+;45_75_days;AllVaccines;0.73997;0.71982;0.75867
2021.11.B_26-08-2022;РФ;18+;45_75_days;CoviVac;0.63717;0.37509;0.78933
2021.11.B_26-08-2022;РФ;18+;45_75_days;EpiVacCorona;-0.18493;-0.5636;0.10203
2021.11.B_26-08-2022;РФ;18+;45_75_days;SputnikLite;0.76455;0.73106;0.79387
2021.11.B_26-08-2022;РФ;18+;45_75_days;SputnikV;0.74514;0.71936;0.76854
2021.11.B_26-08-2022;РФ;20-29;45_75_days;AllVaccines;0.27466;-0.76877;0.70256
2021.11.B_26-08-2022;РФ;20-29;45_75_days;CoviVac;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;20-29;45_75_days;EpiVacCorona;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;20-29;45_75_days;SputnikLite;0.48341;-2.69128;0.9277
2021.11.B_26-08-2022;РФ;20-29;45_75_days;SputnikV;0.15581;-1.27925;0.68733
2021.11.B_26-08-2022;РФ;30-39;45_75_days;AllVaccines;0.80439;0.56305;0.91243
2021.11.B_26-08-2022;РФ;30-39;45_75_days;CoviVac;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;30-39;45_75_days;EpiVacCorona;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;30-39;45_75_days;SputnikLite;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;30-39;45_75_days;SputnikV;0.70764;0.34694;0.86912
2021.11.B_26-08-2022;РФ;40-49;45_75_days;AllVaccines;0.58631;0.42189;0.70397
2021.11.B_26-08-2022;РФ;40-49;45_75_days;CoviVac;0.35978;-3.54744;0.90987
2021.11.B_26-08-2022;РФ;40-49;45_75_days;EpiVacCorona;-0.4812;-4.92719;0.62985
2021.11.B_26-08-2022;РФ;40-49;45_75_days;SputnikLite;0.47889;0.11827;0.69202
2021.11.B_26-08-2022;РФ;40-49;45_75_days;SputnikV;0.66524;0.4674;0.78959
2021.11.B_26-08-2022;РФ;50-59;45_75_days;AllVaccines;0.46149;0.34697;0.55593
2021.11.B_26-08-2022;РФ;50-59;45_75_days;CoviVac;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;50-59;45_75_days;EpiVacCorona;0.40374;-1.38484;0.85092
2021.11.B_26-08-2022;РФ;50-59;45_75_days;SputnikLite;0.39192;0.17882;0.54971
2021.11.B_26-08-2022;РФ;50-59;45_75_days;SputnikV;0.47776;0.32756;0.59442
2021.11.B_26-08-2022;РФ;60-69;45_75_days;AllVaccines;0.71931;0.67621;0.75666
2021.11.B_26-08-2022;РФ;60-69;45_75_days;CoviVac;-0.069;-1.37988;0.51983
2021.11.B_26-08-2022;РФ;60-69;45_75_days;EpiVacCorona;-0.18198;-0.99628;0.30016
2021.11.B_26-08-2022;РФ;60-69;45_75_days;SputnikLite;0.82408;0.76777;0.86673
2021.11.B_26-08-2022;РФ;60-69;45_75_days;SputnikV;0.66986;0.60516;0.72396
2021.11.B_26-08-2022;РФ;70-79;45_75_days;AllVaccines;0.79701;0.76292;0.8262
2021.11.B_26-08-2022;РФ;70-79;45_75_days;CoviVac;0.04917;-1.53371;0.64318
2021.11.B_26-08-2022;РФ;70-79;45_75_days;EpiVacCorona;-0.26806;-1.07036;0.22334
2021.11.B_26-08-2022;РФ;70-79;45_75_days;SputnikLite;0.86406;0.82152;0.89646
2021.11.B_26-08-2022;РФ;70-79;45_75_days;SputnikV;0.76462;0.71011;0.80889
2021.11.B_26-08-2022;РФ;80+;45_75_days;AllVaccines;0.66673;0.61613;0.71067
2021.11.B_26-08-2022;РФ;80+;45_75_days;CoviVac;0.20037;-2.19747;0.80003
2021.11.B_26-08-2022;РФ;80+;45_75_days;EpiVacCorona;-0.38373;-1.25909;0.15244
2021.11.B_26-08-2022;РФ;80+;45_75_days;SputnikLite;0.74659;0.67209;0.80416
2021.11.B_26-08-2022;РФ;80+;45_75_days;SputnikV;0.64663;0.57654;0.70511
2021.11.B_26-08-2022;РФ;18+;75_90_days;AllVaccines;0.79259;0.77299;0.8105
2021.11.B_26-08-2022;РФ;18+;75_90_days;CoviVac;0.83001;0.54706;0.9362
2021.11.B_26-08-2022;РФ;18+;75_90_days;EpiVacCorona;-0.02702;-0.29202;0.18362
2021.11.B_26-08-2022;РФ;18+;75_90_days;SputnikLite;0.82112;0.78053;0.8542
2021.11.B_26-08-2022;РФ;18+;75_90_days;SputnikV;0.81486;0.79285;0.83454
2021.11.B_26-08-2022;РФ;20-29;75_90_days;AllVaccines;0.43085;-0.53665;0.7892
2021.11.B_26-08-2022;РФ;20-29;75_90_days;CoviVac;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;20-29;75_90_days;EpiVacCorona;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;20-29;75_90_days;SputnikLite;0.35029;-3.64255;0.90907
2021.11.B_26-08-2022;РФ;20-29;75_90_days;SputnikV;0.42276;-0.81032;0.81594
2021.11.B_26-08-2022;РФ;30-39;75_90_days;AllVaccines;0.80601;0.56667;0.91315
2021.11.B_26-08-2022;РФ;30-39;75_90_days;CoviVac;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;30-39;75_90_days;EpiVacCorona;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;30-39;75_90_days;SputnikLite;0.84895;-0.07384;0.97875
2021.11.B_26-08-2022;РФ;30-39;75_90_days;SputnikV;0.78007;0.46992;0.90875
2021.11.B_26-08-2022;РФ;40-49;75_90_days;AllVaccines;0.64508;0.4908;0.75261
2021.11.B_26-08-2022;РФ;40-49;75_90_days;CoviVac;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;40-49;75_90_days;EpiVacCorona;0.60422;-1.81125;0.94428
2021.11.B_26-08-2022;РФ;40-49;75_90_days;SputnikLite;0.74532;0.38736;0.89413
2021.11.B_26-08-2022;РФ;40-49;75_90_days;SputnikV;0.60114;0.40328;0.73339
2021.11.B_26-08-2022;РФ;50-59;75_90_days;AllVaccines;0.49687;0.3814;0.59079
2021.11.B_26-08-2022;РФ;50-59;75_90_days;CoviVac;0.58535;-1.94429;0.9416
2021.11.B_26-08-2022;РФ;50-59;75_90_days;EpiVacCorona;-1.29019;-2.8703;-0.35518
2021.11.B_26-08-2022;РФ;50-59;75_90_days;SputnikLite;0.38922;0.1143;0.5788
2021.11.B_26-08-2022;РФ;50-59;75_90_days;SputnikV;0.61454;0.48915;0.70915
2021.11.B_26-08-2022;РФ;60-69;75_90_days;AllVaccines;0.68275;0.62244;0.73343
2021.11.B_26-08-2022;РФ;60-69;75_90_days;CoviVac;0.37014;-1.5187;0.84249
2021.11.B_26-08-2022;РФ;60-69;75_90_days;EpiVacCorona;-0.05803;-0.67981;0.3336
2021.11.B_26-08-2022;РФ;60-69;75_90_days;SputnikLite;0.67492;0.52579;0.77715
2021.11.B_26-08-2022;РФ;60-69;75_90_days;SputnikV;0.72748;0.66095;0.78095
2021.11.B_26-08-2022;РФ;70-79;75_90_days;AllVaccines;0.64874;0.57901;0.70693
2021.11.B_26-08-2022;РФ;70-79;75_90_days;CoviVac;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;70-79;75_90_days;EpiVacCorona;-0.19065;-0.89028;0.25004
2021.11.B_26-08-2022;РФ;70-79;75_90_days;SputnikLite;0.76863;0.63268;0.85427
2021.11.B_26-08-2022;РФ;70-79;75_90_days;SputnikV;0.65688;0.57373;0.72381
2021.11.B_26-08-2022;РФ;80+;75_90_days;AllVaccines;0.59825;0.50956;0.6709
2021.11.B_26-08-2022;РФ;80+;75_90_days;CoviVac;0.06933;-5.60718;0.86891
2021.11.B_26-08-2022;РФ;80+;75_90_days;EpiVacCorona;-0.89603;-1.88015;-0.24817
2021.11.B_26-08-2022;РФ;80+;75_90_days;SputnikLite;0.7653;0.58666;0.86673
2021.11.B_26-08-2022;РФ;80+;75_90_days;SputnikV;0.64981;0.55068;0.72708
2021.11.B_26-08-2022;РФ;18+;90_105_days;AllVaccines;0.85676;0.84296;0.86934
2021.11.B_26-08-2022;РФ;18+;90_105_days;CoviVac;0.86247;0.66956;0.94276
2021.11.B_26-08-2022;РФ;18+;90_105_days;EpiVacCorona;0.25769;-0.08252;0.49098
2021.11.B_26-08-2022;РФ;18+;90_105_days;SputnikLite;0.89121;0.85277;0.91961
2021.11.B_26-08-2022;РФ;18+;90_105_days;SputnikV;0.85779;0.84278;0.87137
2021.11.B_26-08-2022;РФ;20-29;90_105_days;AllVaccines;0.50259;-0.21296;0.79602
2021.11.B_26-08-2022;РФ;20-29;90_105_days;CoviVac;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;20-29;90_105_days;EpiVacCorona;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;20-29;90_105_days;SputnikLite;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;20-29;90_105_days;SputnikV;0.41415;-0.42863;0.75975
2021.11.B_26-08-2022;РФ;30-39;90_105_days;AllVaccines;0.6726;0.45387;0.80373
2021.11.B_26-08-2022;РФ;30-39;90_105_days;CoviVac;-1.12609;-14.1147;0.70094
2021.11.B_26-08-2022;РФ;30-39;90_105_days;EpiVacCorona;-1.17837;-14.48637;0.69358
2021.11.B_26-08-2022;РФ;30-39;90_105_days;SputnikLite;0.08328;-1.20955;0.61966
2021.11.B_26-08-2022;РФ;30-39;90_105_days;SputnikV;0.79575;0.58991;0.89827
2021.11.B_26-08-2022;РФ;40-49;90_105_days;AllVaccines;0.64042;0.51498;0.73342
2021.11.B_26-08-2022;РФ;40-49;90_105_days;CoviVac;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;40-49;90_105_days;EpiVacCorona;0.26173;-4.24394;0.89606
2021.11.B_26-08-2022;РФ;40-49;90_105_days;SputnikLite;0.33226;-0.208;0.63089
2021.11.B_26-08-2022;РФ;40-49;90_105_days;SputnikV;0.68508;0.55325;0.77801
2021.11.B_26-08-2022;РФ;50-59;90_105_days;AllVaccines;0.60936;0.52319;0.67997
2021.11.B_26-08-2022;РФ;50-59;90_105_days;CoviVac;0.73927;-0.85133;0.96328
2021.11.B_26-08-2022;РФ;50-59;90_105_days;EpiVacCorona;0.04642;-1.95783;0.69257
2021.11.B_26-08-2022;РФ;50-59;90_105_days;SputnikLite;0.70657;0.46973;0.83762
2021.11.B_26-08-2022;РФ;50-59;90_105_days;SputnikV;0.59229;0.49398;0.6715
2021.11.B_26-08-2022;РФ;60-69;90_105_days;AllVaccines;0.72568;0.6748;0.7686
2021.11.B_26-08-2022;РФ;60-69;90_105_days;CoviVac;NULL;NULL;NULL
2021.11.B_26-08-2022;РФ;60-69;90_105_days;EpiVacCorona;-0.08719;-1.1744;0.45641
2021.11.B_26-08-2022;РФ;60-69;90_105_days;SputnikLite;0.86947;0.68634;0.94568
2021.11.B_26-08-2022;РФ;60-69;90_105_days;SputnikV;0.72214;0.66769;0.76768
2021.11.B_26-08-2022;РФ;70-79;90_105_days;AllVaccines;0.73009;0.6708;0.77871
2021.11.B_26-08-2022;РФ;70-79;90_105_days;CoviVac;0.30503;-1.77902;0.82621
2021.11.B_26-08-2022;РФ;70-79;90_105_days;EpiVacCorona;0.0037;-1.21799;0.55247
2021.11.B_26-08-2022;РФ;70-79;90_105_days;SputnikLite;0.67161;0.34324;0.8358
2021.11.B_26-08-2022;РФ;70-79;90_105_days;SputnikV;0.75071;0.69029;0.79934
2021.11.B_26-08-2022;РФ;80+;90_105_days;AllVaccines;0.73176;0.6565;0.79053
2021.11.B_26-08-2022;РФ;80+;90_105_days;CoviVac;0.30611;-3.92618;0.90226
2021.11.B_26-08-2022;РФ;80+;90_105_days;EpiVacCorona;-0.76476;-2.5293;0.11756
2021.11.B_26-08-2022;РФ;80+;90_105_days;SputnikLite;0.85417;0.41687;0.96353
2021.11.B_26-08-2022;РФ;80+;90_105_days;SputnikV;0.75807;0.6824;0.81571
2021.11.B_26-08-2022;г. Санкт-Петербург;18+;105_165_days;AllVaccines;NULL;NULL;NULL
2021.11.B_26-08-2022;г. Санкт-Петербург;18+;105_165_days;CoviVac;NULL;NULL;NULL
2021.11.B_26-08-2022;г. Санкт-Петербург;18+;105_165_days;EpiVacCorona;NULL;NULL;NULL
2021.11.B_26-08-2022;г. Санкт-Петербург;18+;105_165_days;SputnikLite;NULL;NULL;NULL
2021.11.B_26-08-2022;г. Санкт-Петербург;18+;105_165_days;SputnikV;NULL;NULL;NULL
2021.11.B_26-08-2022;г. Санкт-Петербург;20-29;105_165_days;AllVaccines;NULL;NULL;NULL
2021.11.B_26-08-2022;г. Санкт-Петербург;20-29;105_165_days;CoviVac;NULL;NULL;NULL
2021.11.B_26-08-2022;г. Санкт-Петербург;20-29;105_165_days;EpiVacCorona;NULL;NULL;NULL
2021.11.B_26-08-2022;г. Санкт-Петербург;20-29;105_165_days;SputnikLite;NULL;NULL;NULL
2021.11.B_26-08-2022;г. Санкт-Петербург;20-29;105_165_days;SputnikV;NULL;NULL;NULL
2021.11.B_26-08-2022;г. Санкт-Петербург;30-39;105_165_days;AllVaccines;NULL;NULL;NULL
2021.11.B_26-08-2022;г. Санкт-Петербург;30-39;105_165_days;CoviVac;NULL;NULL;NULL
2021.11.B_26-08-2022;г. Санкт-Петербург;30-39;105_165_days;EpiVacCorona;NULL;NULL;NULL
2021.11.B_26-08-2022;г. Санкт-Петербург;30-39;105_165_days;SputnikLite;NULL;NULL;NULL
2021.11.B_26-08-2022;г. Санкт-Петербург;30-39;105_165_days;SputnikV;NULL;NULL;NULL
2021.11.B_26-08-2022;г. Санкт-Петербург;40-49;105_165_days;AllVaccines;NULL;NULL;NULL
