data_point;region;vac_interval_group;vaccine;vac_count_18_59;vac_count_60;vac_count_total;nas_age_18_59;nas_age_60;nas_age_adult_total
2021.11_01-07-2022;Воронежская область;45_75_days;SputnikLite;20989;19735;40724;1293123;602333;1895456
2021.11_01-07-2022;Воронежская область;45_75_days;SputnikV;35961;13797;49758;1293123;602333;1895456
2021.11_01-07-2022;Воронежская область;75_90_days;AllVaccines;50768;13118;63886;1293123;602333;1895456
2021.11_01-07-2022;Воронежская область;75_90_days;CoviVac;999;206;1205;1293123;602333;1895456
2021.11_01-07-2022;Воронежская область;75_90_days;EpiVacCorona;1994;781;2775;1293123;602333;1895456
2021.11_01-07-2022;Воронежская область;75_90_days;SputnikLite;14100;5225;19325;1293123;602333;1895456
2021.11_01-07-2022;Воронежская область;75_90_days;SputnikV;33675;6906;40581;1293123;602333;1895456
2021.11_01-07-2022;Воронежская область;90_105_days;AllVaccines;72750;13568;86318;1293123;602333;1895456
2021.11_01-07-2022;Воронежская область;90_105_days;CoviVac;1514;358;1872;1293123;602333;1895456
2021.11_01-07-2022;Воронежская область;90_105_days;EpiVacCorona;1414;507;1921;1293123;602333;1895456
2021.11_01-07-2022;Воронежская область;90_105_days;SputnikLite;15321;2160;17481;1293123;602333;1895456
2021.11_01-07-2022;Воронежская область;90_105_days;SputnikV;54501;10543;65044;1293123;602333;1895456
2021.11_01-07-2022;Еврейская автономная область;105_165_days;AllVaccines;11932;4523;16455;88207;31969;120176
2021.11_01-07-2022;Еврейская автономная область;105_165_days;CoviVac;606;89;695;88207;31969;120176
2021.11_01-07-2022;Еврейская автономная область;105_165_days;EpiVacCorona;4126;1740;5866;88207;31969;120176
2021.11_01-07-2022;Еврейская автономная область;105_165_days;SputnikLite;1;0;1;88207;31969;120176
2021.11_01-07-2022;Еврейская автономная область;105_165_days;SputnikV;7199;2694;9893;88207;31969;120176
2021.11_01-07-2022;Еврейская автономная область;165_195_days;AllVaccines;1709;1340;3049;88207;31969;120176
2021.11_01-07-2022;Еврейская автономная область;165_195_days;EpiVacCorona;669;418;1087;88207;31969;120176
2021.11_01-07-2022;Еврейская автономная область;165_195_days;SputnikV;1040;922;1962;88207;31969;120176
2021.11_01-07-2022;Еврейская автономная область;21_45_days;AllVaccines;1770;1143;2913;88207;31969;120176
2021.11_01-07-2022;Еврейская автономная область;21_45_days;CoviVac;2;0;2;88207;31969;120176
2021.11_01-07-2022;Еврейская автономная область;21_45_days;EpiVacCorona;5;1;6;88207;31969;120176
2021.11_01-07-2022;Еврейская автономная область;21_45_days;SputnikLite;1161;890;2051;88207;31969;120176
2021.11_01-07-2022;Еврейская автономная область;21_45_days;SputnikV;602;252;854;88207;31969;120176
2021.11_01-07-2022;Еврейская автономная область;45_75_days;AllVaccines;2386;1112;3498;88207;31969;120176
2021.11_01-07-2022;Еврейская автономная область;45_75_days;CoviVac;20;2;22;88207;31969;120176
2021.11_01-07-2022;Еврейская автономная область;45_75_days;EpiVacCorona;3;2;5;88207;31969;120176
2021.11_01-07-2022;Еврейская автономная область;45_75_days;SputnikLite;472;452;924;88207;31969;120176
2021.11_01-07-2022;Еврейская автономная область;45_75_days;SputnikV;1891;656;2547;88207;31969;120176
2021.11_01-07-2022;Еврейская автономная область;75_90_days;AllVaccines;2598;451;3049;88207;31969;120176
2021.11_01-07-2022;Еврейская автономная область;75_90_days;CoviVac;19;1;20;88207;31969;120176
2021.11_01-07-2022;Еврейская автономная область;75_90_days;EpiVacCorona;415;80;495;88207;31969;120176
2021.11_01-07-2022;Еврейская автономная область;75_90_days;SputnikLite;184;70;254;88207;31969;120176
2021.11_01-07-2022;Еврейская автономная область;75_90_days;SputnikV;1980;300;2280;88207;31969;120176
2021.11_01-07-2022;Еврейская автономная область;90_105_days;AllVaccines;3089;692;3781;88207;31969;120176
2021.11_01-07-2022;Еврейская автономная область;90_105_days;CoviVac;35;1;36;88207;31969;120176
2021.11_01-07-2022;Еврейская автономная область;90_105_days;EpiVacCorona;77;17;94;88207;31969;120176
2021.11_01-07-2022;Еврейская автономная область;90_105_days;SputnikLite;18;10;28;88207;31969;120176
2021.11_01-07-2022;Еврейская автономная область;90_105_days;SputnikV;2959;664;3623;88207;31969;120176
2021.11_01-07-2022;Забайкальский край;105_165_days;AllVaccines;65217;19119;84336;596322;191826;788148
2021.11_01-07-2022;Забайкальский край;105_165_days;CoviVac;1997;74;2071;596322;191826;788148
2021.11_01-07-2022;Забайкальский край;105_165_days;EpiVacCorona;1366;351;1717;596322;191826;788148
2021.11_01-07-2022;Забайкальский край;105_165_days;SputnikLite;1798;102;1900;596322;191826;788148
2021.11_01-07-2022;Забайкальский край;105_165_days;SputnikV;60056;18592;78648;596322;191826;788148
2021.11_01-07-2022;Забайкальский край;165_195_days;AllVaccines;29770;17798;47568;596322;191826;788148
2021.11_01-07-2022;Забайкальский край;165_195_days;EpiVacCorona;4;1;5;596322;191826;788148
2021.11_01-07-2022;Забайкальский край;165_195_days;SputnikLite;2;0;2;596322;191826;788148
2021.11_01-07-2022;Забайкальский край;165_195_days;SputnikV;29764;17797;47561;596322;191826;788148
2021.11_01-07-2022;Забайкальский край;21_45_days;AllVaccines;20383;9525;29908;596322;191826;788148
2021.11_01-07-2022;Забайкальский край;21_45_days;CoviVac;127;12;139;596322;191826;788148
2021.11_01-07-2022;Забайкальский край;21_45_days;EpiVacCorona;63;25;88;596322;191826;788148
2021.11_01-07-2022;Забайкальский край;21_45_days;SputnikLite;16422;7809;24231;596322;191826;788148
2021.11_01-07-2022;Забайкальский край;21_45_days;SputnikV;3771;1679;5450;596322;191826;788148
2021.11_01-07-2022;Забайкальский край;45_75_days;AllVaccines;30925;8887;39812;596322;191826;788148
2021.11_01-07-2022;Забайкальский край;45_75_days;CoviVac;234;13;247;596322;191826;788148
2021.11_01-07-2022;Забайкальский край;45_75_days;EpiVacCorona;259;47;306;596322;191826;788148
2021.11_01-07-2022;Забайкальский край;45_75_days;SputnikLite;15975;4098;20073;596322;191826;788148
2021.11_01-07-2022;Забайкальский край;45_75_days;SputnikV;14457;4729;19186;596322;191826;788148
2021.11_01-07-2022;Забайкальский край;75_90_days;AllVaccines;33489;5721;39210;596322;191826;788148
2021.11_01-07-2022;Забайкальский край;75_90_days;CoviVac;184;7;191;596322;191826;788148
2021.11_01-07-2022;Забайкальский край;75_90_days;EpiVacCorona;833;214;1047;596322;191826;788148
2021.11_01-07-2022;Забайкальский край;75_90_days;SputnikLite;9834;397;10231;596322;191826;788148
2021.11_01-07-2022;Забайкальский край;75_90_days;SputnikV;22638;5103;27741;596322;191826;788148
2021.11_01-07-2022;Забайкальский край;90_105_days;AllVaccines;31066;4828;35894;596322;191826;788148
2021.11_01-07-2022;Забайкальский край;90_105_days;CoviVac;174;8;182;596322;191826;788148
2021.11_01-07-2022;Забайкальский край;90_105_days;EpiVacCorona;269;152;421;596322;191826;788148
2021.11_01-07-2022;Забайкальский край;90_105_days;SputnikLite;7465;188;7653;596322;191826;788148
2021.11_01-07-2022;Забайкальский край;90_105_days;SputnikV;23158;4480;27638;596322;191826;788148
2021.11_01-07-2022;Ивановская область;105_165_days;AllVaccines;82789;20234;103023;549803;255947;805750
2021.11_01-07-2022;Ивановская область;105_165_days;CoviVac;2937;279;3216;549803;255947;805750
2021.11_01-07-2022;Ивановская область;105_165_days;EpiVacCorona;356;441;797;549803;255947;805750
2021.11_01-07-2022;Ивановская область;105_165_days;SputnikLite;546;49;595;549803;255947;805750
2021.11_01-07-2022;Ивановская область;105_165_days;SputnikV;78950;19465;98415;549803;255947;805750
2021.11_01-07-2022;Ивановская область;165_195_days;AllVaccines;16331;14759;31090;549803;255947;805750
2021.11_01-07-2022;Ивановская область;165_195_days;CoviVac;1;1;2;549803;255947;805750
2021.11_01-07-2022;Ивановская область;165_195_days;EpiVacCorona;348;291;639;549803;255947;805750
2021.11_01-07-2022;Ивановская область;165_195_days;SputnikLite;1;0;1;549803;255947;805750
2021.11_01-07-2022;Ивановская область;165_195_days;SputnikV;15981;14467;30448;549803;255947;805750
2021.11_01-07-2022;Ивановская область;21_45_days;AllVaccines;15172;10925;26097;549803;255947;805750
2021.11_01-07-2022;Ивановская область;21_45_days;CoviVac;69;10;79;549803;255947;805750
2021.11_01-07-2022;Ивановская область;21_45_days;EpiVacCorona;80;70;150;549803;255947;805750
2021.11_01-07-2022;Ивановская область;21_45_days;SputnikLite;10961;8195;19156;549803;255947;805750
2021.11_01-07-2022;Ивановская область;21_45_days;SputnikV;4062;2650;6712;549803;255947;805750
2021.11_01-07-2022;Ивановская область;45_75_days;AllVaccines;15008;8447;23455;549803;255947;805750
2021.11_01-07-2022;Ивановская область;45_75_days;CoviVac;51;5;56;549803;255947;805750
2021.11_01-07-2022;Ивановская область;45_75_days;EpiVacCorona;111;70;181;549803;255947;805750
2021.11_01-07-2022;Ивановская область;45_75_days;SputnikLite;5432;4675;10107;549803;255947;805750
2021.11_01-07-2022;Ивановская область;45_75_days;SputnikV;9414;3697;13111;549803;255947;805750
2021.11_01-07-2022;Ивановская область;75_90_days;AllVaccines;19897;4426;24323;549803;255947;805750
2021.11_01-07-2022;Ивановская область;75_90_days;CoviVac;97;8;105;549803;255947;805750
2021.11_01-07-2022;Ивановская область;75_90_days;EpiVacCorona;341;215;556;549803;255947;805750
2021.11_01-07-2022;Ивановская область;75_90_days;SputnikLite;4022;1109;5131;549803;255947;805750
2021.11_01-07-2022;Ивановская область;75_90_days;SputnikV;15437;3094;18531;549803;255947;805750
2021.11_01-07-2022;Ивановская область;90_105_days;AllVaccines;37849;5521;43370;549803;255947;805750
2021.11_01-07-2022;Ивановская область;90_105_days;CoviVac;343;31;374;549803;255947;805750
2021.11_01-07-2022;Ивановская область;90_105_days;EpiVacCorona;156;105;261;549803;255947;805750
2021.11_01-07-2022;Ивановская область;90_105_days;SputnikLite;3833;449;4282;549803;255947;805750
2021.11_01-07-2022;Ивановская область;90_105_days;SputnikV;33517;4936;38453;549803;255947;805750
2021.11_01-07-2022;Иркутская область;105_165_days;AllVaccines;150698;56670;207368;1316761;480655;1797416
2021.11_01-07-2022;Иркутская область;105_165_days;CoviVac;917;233;1150;1316761;480655;1797416
2021.11_01-07-2022;Иркутская область;105_165_days;EpiVacCorona;4812;2462;7274;1316761;480655;1797416
2021.11_01-07-2022;Иркутская область;105_165_days;SputnikLite;497;111;608;1316761;480655;1797416
2021.11_01-07-2022;Иркутская область;105_165_days;SputnikV;144472;53864;198336;1316761;480655;1797416
2021.11_01-07-2022;Иркутская область;165_195_days;AllVaccines;50517;39213;89730;1316761;480655;1797416
2021.11_01-07-2022;Иркутская область;165_195_days;CoviVac;384;176;560;1316761;480655;1797416
2021.11_01-07-2022;Иркутская область;165_195_days;EpiVacCorona;4322;3792;8114;1316761;480655;1797416
2021.11_01-07-2022;Иркутская область;165_195_days;SputnikLite;2;0;2;1316761;480655;1797416
2021.11_01-07-2022;Иркутская область;165_195_days;SputnikV;45809;35245;81054;1316761;480655;1797416
