data_point;region;vac_interval_group;vaccine;ve_zab_18_59;ve_hosp_18_59;ve_severe_18_59;ve_death_18_59;ve_zab_60;ve_hosp_60;ve_severe_60;ve_death_60;ve_zab_total;ve_hosp_total;ve_severe_total;ve_death_total
2021.11_01-07-2022;Волгоградская область;90_105_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Волгоградская область;90_105_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Волгоградская область;90_105_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Волгоградская область;90_105_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Волгоградская область;90_105_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Вологодская область;105_165_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Вологодская область;105_165_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Вологодская область;105_165_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Вологодская область;105_165_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Вологодская область;105_165_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Вологодская область;165_195_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Вологодская область;165_195_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Вологодская область;165_195_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Вологодская область;165_195_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Вологодская область;21_45_days;AllVaccines;-3.0773829380768714;-1.7338716206187796;-1.2751351343005672;-0.4751682644981099;-4.231288647105703;-2.2640639625701287;-0.783173227528871;-0.42045364005765573;-3.3814525670678988;-1.8213828144894322;-0.6699192117038202;-0.2500896162660866
2021.11_01-07-2022;Вологодская область;21_45_days;CoviVac;-44.80009865740145;-60.04689702094572;1.0;1.0;-407.66831683168317;-239.0087221979939;1.0;1.0;-63.06035460992908;-52.510130331753544;1.0;1.0
2021.11_01-07-2022;Вологодская область;21_45_days;EpiVacCorona;-72.07811321097749;-155.0869835352594;-371.18074074074076;-207.31011608623547;-210.9401802296134;-237.7289800716525;-168.0636411516854;-116.32291666666666;-134.74652064567198;-261.5543325398135;-243.93765631120624;-160.79023734885806
2021.11_01-07-2022;Вологодская область;21_45_days;SputnikLite;-0.22032881559197715;-0.18714485779257894;-0.1773913202285553;0.21748761486348311;-0.20840323961864682;0.1294064911732593;0.5785274686068513;0.608162255970432;-0.2054186908555118;0.1374214373232645;0.5170038263043644;0.6408919263164166
2021.11_01-07-2022;Вологодская область;21_45_days;SputnikV;-26.44723059407127;-12.728188661772606;-5.9916366241966905;-4.2260718201066165;-13.672756338533809;-7.085474340770183;-3.5686010551209746;-2.685094037447279;-20.57662789461903;-10.755314500031773;-5.678676581181057;-4.424560152789031
2021.11_01-07-2022;Вологодская область;45_75_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Вологодская область;45_75_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Вологодская область;45_75_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Вологодская область;45_75_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Вологодская область;45_75_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Вологодская область;75_90_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Вологодская область;75_90_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Вологодская область;75_90_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Вологодская область;75_90_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Вологодская область;75_90_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Вологодская область;90_105_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Вологодская область;90_105_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Вологодская область;90_105_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Вологодская область;90_105_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Вологодская область;90_105_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Воронежская область;105_165_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Воронежская область;105_165_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Воронежская область;105_165_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Воронежская область;105_165_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Воронежская область;105_165_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Воронежская область;165_195_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Воронежская область;165_195_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Воронежская область;165_195_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Воронежская область;165_195_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Воронежская область;165_195_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Воронежская область;21_45_days;AllVaccines;-7.172712459604517;-4.87579764036175;-4.116721907952013;-1.7031570774128428;-3.588197815166935;-2.215255438721139;-0.8479429913849921;-0.6714819452016394;-5.765393291345293;-3.167573627294929;-1.6165654101853026;-0.8718600369258402
2021.11_01-07-2022;Воронежская область;21_45_days;CoviVac;-7.083459005141409;-6.739416265782531;-2.044298533905353;-9.140200263670035;-6.280761635067071;-6.874649424005945;-5.6249367227908005;-9.200067773636054;-6.768448986164314;-6.106398262698528;-3.8653034595597022;-7.62612711077108
2021.11_01-07-2022;Воронежская область;21_45_days;EpiVacCorona;-59.750199705107434;-79.04992615047243;-83.32763147166736;-68.64837710437709;-52.63078295024599;-59.99908146819398;-36.834323269217876;-37.77005588606453;-57.38101885858638;-72.26818996271626;-52.16578840153305;-48.01033220829939
2021.11_01-07-2022;Воронежская область;21_45_days;SputnikLite;-0.647593828298439;-0.32339098750064843;-0.4181479135027677;0.2007561285129874;-0.1154874255174616;0.3031338064064012;0.72184867112395;0.8297358127982548;-0.4546650575238771;0.07831784062797786;0.4505064032297218;0.7470827802314939
2021.11_01-07-2022;Воронежская область;21_45_days;SputnikV;-21.486745679843615;-14.566803828125513;-11.864188202105687;-5.172531248549727;-9.909484336751413;-6.609891262177373;-3.7991143149689526;-3.3351827485380117;-16.779176533095313;-9.68528525921757;-5.989790335264215;-4.064263119122937
2021.11_01-07-2022;Воронежская область;45_75_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Воронежская область;45_75_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Воронежская область;45_75_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Воронежская область;45_75_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Воронежская область;45_75_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Воронежская область;75_90_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Воронежская область;75_90_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Воронежская область;75_90_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Воронежская область;75_90_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Воронежская область;75_90_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Воронежская область;90_105_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Воронежская область;90_105_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Воронежская область;90_105_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Воронежская область;90_105_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Воронежская область;90_105_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Еврейская автономная область;105_165_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Еврейская автономная область;105_165_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Еврейская автономная область;105_165_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Еврейская автономная область;105_165_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Еврейская автономная область;105_165_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Еврейская автономная область;165_195_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Еврейская автономная область;165_195_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Еврейская автономная область;165_195_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Еврейская автономная область;21_45_days;AllVaccines;-12.77382297551789;-10.81980639821512;-9.464527845036319;-4.426051475204018;-5.376707792220116;-3.953559376506508;-1.1015100385179126;-0.43836687080781567;-9.692751244421558;-7.211675926327656;-2.9812700173153313;-1.3961347326434863
2021.11_01-07-2022;Еврейская автономная область;21_45_days;CoviVac;-465.9177093358999;1.0;1.0;1.0;;;;;-409.7874456183965;1.0;1.0;1.0
2021.11_01-07-2022;Еврейская автономная область;21_45_days;EpiVacCorona;-1201.3466937945063;-2357.890697674418;-3779.085714285714;-1959.0444444444443;-3759.9411764705887;-3236.2658227848106;-2490.012987012987;-1703.9600000000003;-1702.6827416834117;-2256.291666666667;-1979.8241758241759;-1191.1626984126985
2021.11_01-07-2022;Еврейская автономная область;21_45_days;SputnikLite;-0.7538016732903177;0.6135308168393759;1.0;1.0;0.8152369062481423;0.8993653466308325;1.0;1.0;0.023832938045930452;0.7870837092225874;1.0;1.0
2021.11_01-07-2022;Еврейская автономная область;21_45_days;SputnikV;-19.382736156351793;-10.255942438648335;1.0;1.0;-10.048876166242579;-7.08282364933741;1.0;1.0;-15.921266095637868;-8.62646831031367;1.0;1.0
2021.11_01-07-2022;Еврейская автономная область;45_75_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Еврейская автономная область;45_75_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Еврейская автономная область;45_75_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Еврейская автономная область;45_75_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Еврейская автономная область;45_75_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Еврейская автономная область;75_90_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Еврейская автономная область;75_90_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Еврейская автономная область;75_90_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Еврейская автономная область;75_90_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Еврейская автономная область;75_90_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Еврейская автономная область;90_105_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Еврейская автономная область;90_105_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Еврейская автономная область;90_105_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Еврейская автономная область;90_105_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Еврейская автономная область;90_105_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Забайкальский край;105_165_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Забайкальский край;105_165_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Забайкальский край;105_165_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Забайкальский край;105_165_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Забайкальский край;105_165_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Забайкальский край;165_195_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Забайкальский край;165_195_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Забайкальский край;165_195_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Забайкальский край;165_195_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Забайкальский край;21_45_days;AllVaccines;-10.688384922321799;-5.063341027757267;-1.4785833740018983;0.19268998675366733;-5.29175218569093;-3.240711821557422;-0.3255197914449879;0.10517967072297796;-8.781853296511956;-4.544862716824313;-0.8607276381514937;-0.11439182724457564
2021.11_01-07-2022;Забайкальский край;21_45_days;CoviVac;-23.885841483684363;-17.712302217828153;-24.37539902106832;1.0;-20.14351851851852;-20.911583276216586;-49.664025356576865;-38.76243781094527;-21.947842476063794;-12.813107402402952;-19.84238785442235;-10.960188810976536
2021.11_01-07-2022;Забайкальский край;21_45_days;EpiVacCorona;-49.17208159008802;-69.98321428571428;1.0;1.0;-30.985006632556374;-35.93554332874828;-11.139303797468353;-18.08467661691542;-43.285263562700415;-51.913934578054395;-9.94771060235608;-17.89288454161872
2021.11_01-07-2022;Забайкальский край;21_45_days;SputnikLite;-1.350686203655913;-0.42197526807630004;0.22390360826604871;1.0;0.11407308868733879;0.44699225533249054;0.8501447821915156;0.8824701595990815;-0.8062533590279564;0.04604908246441841;0.6890117575182273;0.8666958432068088
2021.11_01-07-2022;Забайкальский край;21_45_days;SputnikV;-43.23137350081815;-21.76652337817314;-7.928048383597309;-3.4895329014660756;-28.328263791633997;-19.345707008348157;-5.428222141130592;-3.075840834380852;-38.39736828388521;-22.72669774572194;-7.153586741639538;-4.006163378705202
2021.11_01-07-2022;Забайкальский край;45_75_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Забайкальский край;45_75_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Забайкальский край;45_75_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Забайкальский край;45_75_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Забайкальский край;45_75_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Забайкальский край;75_90_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Забайкальский край;75_90_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Забайкальский край;75_90_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Забайкальский край;75_90_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Забайкальский край;75_90_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Забайкальский край;90_105_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Забайкальский край;90_105_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Забайкальский край;90_105_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Забайкальский край;90_105_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Забайкальский край;90_105_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Ивановская область;105_165_days;AllVaccines;;;;;;;;;;;;
2021.11_01-07-2022;Ивановская область;105_165_days;CoviVac;;;;;;;;;;;;
2021.11_01-07-2022;Ивановская область;105_165_days;EpiVacCorona;;;;;;;;;;;;
2021.11_01-07-2022;Ивановская область;105_165_days;SputnikLite;;;;;;;;;;;;
2021.11_01-07-2022;Ивановская область;105_165_days;SputnikV;;;;;;;;;;;;
2021.11_01-07-2022;Ивановская область;165_195_days;AllVaccines;;;;;;;;;;;;
